username,timestamp,attempt_count,time_since_first,success,label
user_7185,44:12.7,1,1.835023,0,brute_force
user_4117,47:05.9,3,175,1,normal
user_9445,44:12.0,6,1.132984,0,brute_force
user_4698,45:58.9,3,108,1,normal
user_2658,44:11.8,5,0.898758,0,brute_force
user_9678,44:11.1,7,0.201257,0,brute_force
user_7176,48:29.9,1,259,0,normal
user_1954,44:11.6,3,0.663497,0,brute_force
user_6186,44:21.9,2,11,0,normal
user_7795,44:10.9,7,0.028345,0,brute_force
user_9152,48:58.9,2,288,0,normal
user_3908,44:12.4,1,1.515685,0,brute_force
user_5687,47:03.9,1,173,1,normal
user_1948,47:23.9,1,193,0,normal
user_1789,45:05.9,3,55,1,normal
user_4218,48:51.9,1,281,0,normal
user_3387,44:11.8,10,0.93376,0,brute_force
user_8641,44:36.9,2,26,1,normal
user_4436,45:34.9,2,84,0,normal
user_4448,46:38.9,2,148,1,normal
user_3333,47:05.9,1,175,0,normal
user_6616,44:12.7,9,1.750202,0,brute_force
user_2763,45:44.9,1,94,0,normal
user_8218,46:12.9,3,122,1,normal
user_7018,47:30.9,1,200,1,normal
user_7414,44:11.2,11,0.332381,0,brute_force
user_9868,48:43.9,3,273,1,normal
user_2966,44:11.3,4,0.375272,0,brute_force
user_1329,46:26.9,2,136,1,normal
user_1191,47:14.9,1,184,0,normal
user_8328,47:38.9,1,208,0,normal
user_5924,48:20.9,1,250,0,normal
user_4797,46:09.9,1,119,0,normal
user_2908,44:12.5,10,1.554243,0,brute_force
user_2403,44:12.1,3,1.165429,0,brute_force
user_1280,48:37.9,1,267,1,normal
user_5186,45:46.9,2,96,1,normal
user_4862,47:45.9,2,215,1,normal
user_5124,48:30.9,2,260,1,normal
user_3716,46:28.9,1,138,0,normal
user_2426,45:34.9,2,84,0,normal
user_9516,44:43.9,3,33,1,normal
user_2603,44:11.5,3,0.600303,0,brute_force
user_9118,44:12.2,5,1.285935,0,brute_force
user_7424,46:51.9,2,161,0,normal
user_3908,44:11.9,11,1.00879,0,brute_force
user_7676,45:57.9,2,107,0,normal
user_1390,44:11.9,6,0.987712,0,brute_force
user_7114,44:12.2,7,1.280281,0,brute_force
user_3997,47:18.9,1,188,0,normal
user_3975,46:27.9,1,137,0,normal
user_5884,47:14.9,1,184,0,normal
user_1680,44:11.8,6,0.855752,0,brute_force
user_6549,45:39.9,1,89,0,normal
user_9297,44:11.4,8,0.531619,0,brute_force
user_4278,47:29.9,2,199,1,normal
user_5912,46:35.9,2,145,1,normal
user_1814,48:01.9,2,231,1,normal
user_7404,46:09.9,2,119,1,normal
user_2026,44:12.7,4,1.757288,0,brute_force
user_6850,49:05.9,1,295,1,normal
user_5135,46:51.9,1,161,0,normal
user_1303,47:25.9,2,195,1,normal
user_6419,46:32.9,2,142,0,normal
user_9818,47:59.9,1,229,0,normal
user_4217,48:09.9,1,239,0,normal
user_5083,47:30.9,1,200,1,normal
user_9381,46:24.9,1,134,0,normal
user_2390,46:49.9,1,159,1,normal
user_7185,44:11.4,11,0.543194,0,brute_force
user_4894,46:04.9,1,114,0,normal
user_6154,48:18.9,2,248,1,normal
user_3874,44:12.5,8,1.594699,0,brute_force
user_4135,44:11.8,4,0.936777,0,brute_force
user_5999,47:08.9,2,178,1,normal
user_5442,44:12.0,6,1.121026,0,brute_force
user_7401,44:10.9,2,0.02179,0,brute_force
user_4085,44:12.4,6,1.475111,0,brute_force
user_1826,46:16.9,1,126,0,normal
user_5354,44:11.0,5,0.134364,0,brute_force
user_9104,45:29.9,3,79,1,normal
user_1536,48:53.9,1,283,1,normal
user_5693,44:11.9,8,1.005444,0,brute_force
user_6803,45:43.9,2,93,0,normal
user_6394,48:58.9,2,288,0,normal
user_6159,44:12.3,4,1.353745,0,brute_force
user_3812,46:54.9,2,164,1,normal
user_4786,48:14.9,1,244,1,normal
user_6494,44:11.7,3,0.762642,0,brute_force
user_1463,47:41.9,1,211,0,normal
user_4959,44:20.9,2,10,0,normal
user_7769,46:45.9,3,155,1,normal
user_6219,49:08.9,2,298,1,normal
user_6177,44:43.9,1,33,0,normal
user_3334,44:11.7,5,0.787606,0,brute_force
user_8533,44:11.4,12,0.517176,0,brute_force
user_4611,47:44.9,2,214,0,normal
user_5872,44:11.8,11,0.870049,0,brute_force
user_7166,47:58.9,1,228,0,normal
user_7239,44:48.9,2,38,1,normal
user_4135,44:11.1,2,0.20561,0,brute_force
user_7966,47:59.9,3,229,1,normal
user_4124,45:51.9,2,101,1,normal
user_2372,45:38.9,2,88,1,normal
user_5354,44:12.3,2,1.367853,0,brute_force
user_2235,46:30.9,1,140,1,normal
user_7611,48:28.9,1,258,0,normal
user_7813,44:12.5,11,1.61914,0,brute_force
user_4142,45:56.9,1,106,0,normal
user_8380,44:11.5,3,0.588894,0,brute_force
user_9179,44:12.6,13,1.674796,0,brute_force
user_5186,44:12.2,8,1.314155,0,brute_force
user_4332,47:56.9,1,226,0,normal
user_4984,46:36.9,3,146,1,normal
user_7736,44:30.9,1,20,0,normal
user_8135,45:33.9,1,83,0,normal
user_8705,48:26.9,1,256,0,normal
user_8617,44:11.7,3,0.807036,0,brute_force
user_5073,44:12.8,2,1.919764,0,brute_force
user_4448,44:26.9,1,16,0,normal
user_6494,44:11.0,10,0.121405,0,brute_force
user_9030,48:24.9,1,254,0,normal
user_1699,47:26.9,1,196,0,normal
user_8591,46:19.9,2,129,0,normal
user_9723,47:28.9,1,198,1,normal
user_6115,44:12.3,9,1.44181,0,brute_force
user_8674,45:08.9,1,58,1,normal
user_5159,46:45.9,1,155,0,normal
user_5118,47:29.9,1,199,0,normal
user_1574,44:11.8,3,0.874368,0,brute_force
user_9863,45:19.9,1,69,1,normal
user_5446,46:55.9,3,165,1,normal
user_9116,45:04.9,2,54,1,normal
user_9548,45:19.9,2,69,1,normal
user_3823,47:54.9,1,224,0,normal
user_3433,48:03.9,2,233,1,normal
user_5872,44:12.4,10,1.474098,0,brute_force
user_6644,48:25.9,1,255,0,normal
user_6616,44:10.9,14,0.021923,0,brute_force
user_3591,44:21.9,1,11,0,normal
user_4529,49:00.9,2,290,0,normal
user_4324,44:11.5,2,0.602591,0,brute_force
user_8594,44:56.9,2,46,1,normal
user_8755,47:08.9,2,178,1,normal
user_5487,45:29.9,2,79,0,normal
user_6305,47:09.9,1,179,0,normal
user_1126,44:12.9,3,1.992355,0,brute_force
user_3553,45:29.9,2,79,1,normal
user_1445,46:05.9,1,115,0,normal
user_5299,47:51.9,1,221,0,normal
user_8845,47:42.9,1,212,0,normal
user_4921,46:00.9,1,110,1,normal
user_9232,44:35.9,2,25,1,normal
user_3454,47:16.9,2,186,0,normal
user_6631,44:11.3,2,0.38054,0,brute_force
user_7474,44:11.2,9,0.35014,0,brute_force
user_6376,47:21.9,2,191,0,normal
user_1872,44:12.3,3,1.407047,0,brute_force
user_1872,44:11.9,5,1.018251,0,brute_force
user_3387,44:11.8,4,0.855097,0,brute_force
user_4365,48:17.9,1,247,0,normal
user_2642,46:11.9,1,121,0,normal
user_8672,44:12.8,2,1.92341,0,brute_force
user_2532,44:12.1,8,1.225528,0,brute_force
user_1872,44:11.9,10,0.96547,0,brute_force
user_8712,45:54.9,1,104,1,normal
user_5118,48:48.9,3,278,1,normal
user_1336,44:11.0,2,0.053754,0,brute_force
user_2603,44:12.3,10,1.350367,0,brute_force
user_4150,44:47.9,1,37,1,normal
user_1274,44:11.1,3,0.227143,0,brute_force
user_7414,44:11.2,8,0.295763,0,brute_force
user_5884,45:29.9,2,79,0,normal
user_2090,48:04.9,1,234,0,normal
user_6616,44:11.6,12,0.710037,0,brute_force
user_1287,44:12.4,1,1.484522,0,brute_force
user_1417,45:44.9,3,94,1,normal
user_6207,44:49.9,1,39,0,normal
user_1180,46:18.9,1,128,0,normal
user_7676,45:17.9,3,67,1,normal
user_7414,44:12.7,9,1.760393,0,brute_force
user_5265,44:11.0,2,0.065326,0,brute_force
user_1884,45:26.9,1,76,0,normal
user_8881,46:29.9,3,139,1,normal
user_2230,44:10.9,15,0.004598,0,brute_force
user_1321,45:01.9,1,51,1,normal
user_5072,45:01.9,1,51,0,normal
user_5297,44:11.2,9,0.252016,0,brute_force
user_6063,48:25.9,1,255,1,normal
user_8380,44:12.8,9,1.904269,0,brute_force
user_3131,44:11.7,7,0.784554,0,brute_force
user_4240,48:08.9,3,238,1,normal
user_5265,44:11.6,7,0.741822,0,brute_force
user_9774,47:26.9,2,196,0,normal
user_1879,45:46.9,2,96,0,normal
user_5938,44:11.0,5,0.054852,0,brute_force
user_6890,48:25.9,2,255,1,normal
user_1574,44:11.7,6,0.752129,0,brute_force
user_7185,44:11.3,12,0.356579,0,brute_force
user_7803,44:12.3,7,1.404682,0,brute_force
user_9387,44:10.9,6,0.02787,0,brute_force
user_3131,44:10.9,8,0.040379,0,brute_force
user_7786,46:32.9,1,142,1,normal
user_3276,44:11.6,1,0.717798,0,brute_force
user_4578,44:12.0,10,1.079873,0,brute_force
user_1390,44:12.0,7,1.077816,0,brute_force
user_3334,44:12.8,4,1.946719,0,brute_force
user_2925,44:11.4,6,0.524089,0,brute_force
user_2658,44:12.5,6,1.646432,0,brute_force
user_2023,44:51.9,3,41,1,normal
user_1597,44:12.4,3,1.54788,0,brute_force
user_4330,48:36.9,1,266,0,normal
user_7401,44:11.0,11,0.089217,0,brute_force
user_3419,45:06.9,3,56,1,normal
user_7803,44:11.7,6,0.817954,0,brute_force
user_7556,44:11.3,9,0.442929,0,brute_force
user_2608,44:11.2,7,0.343099,0,brute_force
user_1583,48:13.9,1,243,0,normal
user_1765,47:32.9,2,202,1,normal
user_2155,44:22.9,3,12,1,normal
user_8079,48:05.9,1,235,0,normal
user_8243,44:11.5,8,0.645231,0,brute_force
user_7927,44:59.9,1,49,1,normal
user_1574,44:12.8,13,1.945675,0,brute_force
user_3716,48:14.9,2,244,0,normal
user_2608,44:11.9,11,0.984733,0,brute_force
user_9516,48:32.9,1,262,0,normal
user_9457,46:30.9,2,140,1,normal
user_9680,46:18.9,3,128,1,normal
user_7999,47:24.9,1,194,1,normal
user_7813,44:12.2,3,1.347368,0,brute_force
user_8514,44:12.2,6,1.262447,0,brute_force
user_5265,44:12.5,3,1.625969,0,brute_force
user_3718,45:13.9,3,63,1,normal
user_3995,48:37.9,2,267,1,normal
user_1574,44:11.7,2,0.754859,0,brute_force
user_1203,46:22.9,2,132,1,normal
user_6494,44:11.4,8,0.488556,0,brute_force
user_6007,44:12.3,1,1.373253,0,brute_force
user_4916,46:26.9,1,136,0,normal
user_8380,44:12.6,6,1.705615,0,brute_force
user_8135,45:58.9,3,108,1,normal
user_8939,48:03.9,1,233,0,normal
user_7185,44:12.9,10,1.961202,0,brute_force
user_2118,47:12.9,1,182,1,normal
user_8939,48:17.9,2,247,1,normal
user_6978,49:06.9,1,296,1,normal
user_6562,48:06.9,2,236,1,normal
user_3697,44:11.9,12,0.957895,0,brute_force
user_2010,44:45.9,2,35,0,normal
user_3542,44:11.2,10,0.271755,0,brute_force
user_1390,44:11.1,12,0.161546,0,brute_force
user_7813,44:12.4,15,1.535309,0,brute_force
user_9517,45:18.9,2,68,1,normal
user_1126,44:12.4,2,1.528718,0,brute_force
user_4216,48:57.9,2,287,0,normal
user_2658,44:12.0,11,1.07054,0,brute_force
user_3501,44:12.5,4,1.573247,0,brute_force
user_3874,44:11.0,3,0.140933,0,brute_force
user_6135,44:12.3,2,1.369369,0,brute_force
user_2966,44:11.4,1,0.473664,0,brute_force
user_9798,44:40.9,2,30,1,normal
user_2658,44:12.4,7,1.542615,0,brute_force
user_1287,44:12.9,8,1.973953,0,brute_force
user_4307,44:37.9,1,27,1,normal
user_8869,44:12.3,9,1.367301,0,brute_force
user_2752,44:29.9,1,19,0,normal
user_8869,44:11.8,12,0.859131,0,brute_force
user_3334,44:12.1,12,1.211994,0,brute_force
user_4975,44:11.6,5,0.653059,0,brute_force
user_1872,44:12.0,4,1.139672,0,brute_force
user_1287,44:12.8,7,1.880891,0,brute_force
user_7624,48:29.9,1,259,0,normal
user_5135,47:30.9,2,200,1,normal
user_4979,49:10.9,1,300,1,normal
user_1132,44:11.0,4,0.141585,0,brute_force
user_2307,44:23.9,2,13,0,normal
user_2608,44:11.4,1,0.540612,0,brute_force
user_2627,48:55.9,2,285,1,normal
user_5226,45:10.9,1,60,0,normal
user_7115,48:59.9,2,289,0,normal
user_2026,44:12.8,3,1.856201,0,brute_force
user_4085,44:12.4,12,1.497812,0,brute_force
user_5872,44:12.2,5,1.279577,0,brute_force
user_8380,44:11.0,11,0.053097,0,brute_force
user_8486,44:42.9,3,32,1,normal
user_7074,44:11.9,6,1.038352,0,brute_force
user_3874,44:11.5,7,0.568384,0,brute_force
user_6697,48:07.9,1,237,1,normal
user_2802,44:49.9,2,39,0,normal
user_1496,47:48.9,1,218,0,normal
user_6786,47:47.9,2,217,0,normal
user_7470,44:11.7,7,0.770172,0,brute_force
user_2510,47:35.9,1,205,0,normal
user_6036,48:28.9,1,258,1,normal
user_1132,44:11.9,3,1.038535,0,brute_force
user_7829,47:18.9,1,188,0,normal
user_7966,46:58.9,1,168,0,normal
user_3050,46:19.9,1,129,0,normal
user_4330,44:28.9,3,18,1,normal
user_5186,44:12.6,5,1.659833,0,brute_force
user_8781,47:07.9,2,177,0,normal
user_5908,48:09.9,1,239,0,normal
user_4173,45:20.9,2,70,0,normal
user_3587,44:12.6,3,1.665634,0,brute_force
user_7556,44:11.1,6,0.209065,0,brute_force
user_2275,48:08.9,3,238,1,normal
user_7074,44:12.6,12,1.682162,0,brute_force
user_2581,48:53.9,2,283,1,normal
user_5270,49:10.9,1,300,0,normal
user_7897,46:56.9,1,166,0,normal
user_4806,46:53.9,1,163,0,normal
user_2248,44:12.1,1,1.176629,0,brute_force
user_5270,47:21.9,2,191,1,normal
user_5388,44:33.9,1,23,0,normal
user_6062,47:44.9,1,214,0,normal
user_2581,44:35.9,1,25,0,normal
user_3334,44:11.0,1,0.124772,0,brute_force
user_4112,44:38.9,2,28,1,normal
user_8395,47:43.9,3,213,1,normal
user_8271,46:18.9,1,128,0,normal
user_6631,44:11.9,1,1.031523,0,brute_force
user_2658,44:12.2,12,1.309585,0,brute_force
user_7404,45:55.9,1,105,0,normal
user_8055,45:14.9,3,64,1,normal
user_2447,45:45.9,1,95,0,normal
user_7401,44:12.4,9,1.514891,0,brute_force
user_3387,44:12.7,2,1.802835,0,brute_force
user_6799,46:19.9,1,129,1,normal
user_9615,48:00.9,3,230,1,normal
user_9680,44:20.9,2,10,0,normal
user_1697,48:43.9,2,273,0,normal
user_6979,44:10.9,7,0.021924,0,brute_force
user_1495,45:08.9,1,58,1,normal
user_5487,47:57.9,3,227,1,normal
user_8347,45:54.9,1,104,1,normal
user_1152,44:12.8,4,1.89278,0,brute_force
user_1747,49:02.9,1,292,0,normal
user_8257,48:44.9,3,274,1,normal
user_7919,44:51.9,2,41,0,normal
user_5156,44:12.2,10,1.287073,0,brute_force
user_4707,46:33.9,2,143,0,normal
user_5872,44:11.6,2,0.720332,0,brute_force
user_7795,44:12.4,2,1.549113,0,brute_force
user_3579,45:19.9,2,69,1,normal
user_2616,49:08.9,3,298,1,normal
user_4504,44:11.9,9,1.037046,0,brute_force
user_5602,49:01.9,2,291,1,normal
user_3397,44:11.5,6,0.646879,0,brute_force
user_7414,44:10.9,1,0.031619,0,brute_force
user_4504,44:12.3,5,1.404281,0,brute_force
user_9940,48:35.9,2,265,0,normal
user_2348,48:04.9,1,234,1,normal
user_2585,45:31.9,2,81,0,normal
user_4504,44:12.8,1,1.935118,0,brute_force
user_2887,48:48.9,1,278,1,normal
user_2510,44:55.9,3,45,1,normal
user_7339,44:48.9,2,38,1,normal
user_1574,44:12.5,5,1.581101,0,brute_force
user_1445,44:40.9,2,30,1,normal
user_6174,48:30.9,3,260,1,normal
user_9387,44:11.9,5,0.979442,0,brute_force
user_9118,44:12.2,8,1.307486,0,brute_force
user_4223,47:57.9,3,227,1,normal
user_9030,44:38.9,3,28,1,normal
user_4601,48:37.9,1,267,0,normal
user_1826,47:50.9,2,220,0,normal
user_9868,47:47.9,2,217,0,normal
user_5924,48:11.9,3,241,1,normal
user_9287,46:23.9,1,133,0,normal
user_2090,45:06.9,2,56,0,normal
user_2290,47:41.9,1,211,1,normal
user_1356,48:27.9,3,257,1,normal
user_3047,48:08.9,1,238,0,normal
user_7414,44:11.0,14,0.078674,0,brute_force
user_8468,44:11.2,1,0.263747,0,brute_force
user_5977,45:25.9,1,75,0,normal
user_8585,47:18.9,2,188,0,normal
user_9118,44:11.3,7,0.379119,0,brute_force
user_7610,48:21.9,2,251,0,normal
user_4240,44:24.9,2,14,0,normal
user_6832,44:21.9,1,11,0,normal
user_1789,48:38.9,1,268,0,normal
user_7400,46:49.9,1,159,0,normal
user_8486,45:00.9,1,50,0,normal
user_6493,44:58.9,3,48,1,normal
user_8380,44:11.9,8,1.04768,0,brute_force
user_8380,44:11.0,14,0.12151,0,brute_force
user_9297,44:11.1,10,0.215255,0,brute_force
user_1503,47:41.9,1,211,1,normal
user_7062,46:22.9,2,132,0,normal
user_2248,44:12.3,4,1.377889,0,brute_force
user_5156,44:11.9,3,1.044577,0,brute_force
user_8139,47:21.9,3,191,1,normal
user_2532,44:12.7,2,1.770293,0,brute_force
user_5671,46:55.9,1,165,1,normal
user_4085,44:11.9,7,1.025348,0,brute_force
user_3481,49:03.9,2,293,1,normal
user_3981,47:23.9,1,193,0,normal
user_6159,44:12.8,11,1.868752,0,brute_force
user_5977,48:50.9,2,280,0,normal
user_4913,45:59.9,3,109,1,normal
user_5930,45:45.9,2,95,1,normal
user_8125,45:32.9,1,82,1,normal
user_3542,44:11.6,5,0.694232,0,brute_force
user_3908,44:11.6,8,0.692972,0,brute_force
user_7560,45:31.9,1,81,0,normal
user_9113,44:12.7,1,1.827469,0,brute_force
user_9181,44:11.0,4,0.108298,0,brute_force
user_7112,45:36.9,3,86,1,normal
user_1578,48:43.9,1,273,1,normal
user_1362,44:48.9,2,38,1,normal
user_2230,44:11.6,4,0.665463,0,brute_force
user_4142,48:02.9,2,232,0,normal
user_1191,45:52.9,2,102,0,normal
user_7409,44:12.5,3,1.580139,0,brute_force
user_1884,45:12.9,3,62,1,normal
user_5159,48:37.9,2,267,0,normal
user_8011,44:12.9,4,1.950689,0,brute_force
user_1081,47:43.9,3,213,1,normal
user_9087,46:05.9,2,115,1,normal
user_9947,47:03.9,2,173,1,normal
user_8468,44:11.6,7,0.663757,0,brute_force
user_2330,48:54.9,3,284,1,normal
user_4673,45:45.9,2,95,1,normal
user_5912,44:54.9,1,44,0,normal
user_2200,46:54.9,1,164,0,normal
user_3297,48:59.9,3,289,1,normal
user_6199,45:34.9,3,84,1,normal
user_4241,45:15.9,1,65,1,normal
user_7191,47:36.9,1,206,1,normal
user_5539,48:42.9,1,272,0,normal
user_2658,44:11.7,3,0.768814,0,brute_force
user_8533,44:12.1,7,1.1766,0,brute_force
user_9577,48:22.9,1,252,0,normal
user_5879,47:51.9,1,221,0,normal
user_5086,45:50.9,3,100,1,normal
user_9179,44:12.2,9,1.264991,0,brute_force
user_4117,49:07.9,1,297,0,normal
user_3112,45:45.9,1,95,0,normal
user_5265,44:12.7,8,1.829991,0,brute_force
user_8041,45:55.9,1,105,0,normal
user_7556,44:12.4,14,1.485501,0,brute_force
user_9110,47:17.9,1,187,0,normal
user_6168,44:11.7,9,0.831357,0,brute_force
user_5872,44:11.7,6,0.828681,0,brute_force
user_6979,44:12.2,4,1.270578,0,brute_force
user_7803,44:12.1,3,1.197413,0,brute_force
user_1853,47:10.9,2,180,0,normal
user_1814,45:47.9,1,97,0,normal
user_7062,46:24.9,3,134,1,normal
user_6029,44:11.4,2,0.464589,0,brute_force
user_8652,44:11.5,5,0.61074,0,brute_force
user_9792,48:12.9,2,242,0,normal
user_4806,48:03.9,3,233,1,normal
user_3699,46:13.9,1,123,1,normal
user_5216,48:03.9,1,233,1,normal
user_8318,44:29.9,2,19,1,normal
user_3004,46:01.9,1,111,0,normal
user_2998,46:27.9,1,137,1,normal
user_4531,47:40.9,1,210,1,normal
user_3908,44:11.3,5,0.42323,0,brute_force
user_1179,46:22.9,3,132,1,normal
user_8294,48:35.9,3,265,1,normal
user_4913,47:47.9,1,217,0,normal
user_8617,44:11.4,1,0.514112,0,brute_force
user_9654,47:55.9,1,225,0,normal
user_7117,48:06.9,2,236,0,normal
user_7012,45:26.9,2,76,0,normal
user_7726,45:00.9,2,50,0,normal
user_8410,45:31.9,1,81,0,normal
user_6125,47:37.9,1,207,0,normal
user_1172,47:18.9,2,188,0,normal
user_3542,44:12.9,13,1.951751,0,brute_force
user_6668,44:37.9,1,27,1,normal
user_4258,45:32.9,1,82,0,normal
user_7624,45:24.9,3,74,1,normal
user_4578,44:12.4,6,1.527122,0,brute_force
user_5381,46:26.9,2,136,0,normal
user_7731,45:59.9,2,109,0,normal
user_5186,44:11.2,6,0.324214,0,brute_force
user_5590,46:48.9,3,158,1,normal
user_3518,46:03.9,1,113,1,normal
user_4746,45:31.9,2,81,1,normal
user_3995,47:26.9,1,196,0,normal
user_8533,44:12.3,11,1.363881,0,brute_force
user_1697,44:28.9,3,18,1,normal
user_5086,45:32.9,2,82,0,normal
user_6616,44:12.3,11,1.396216,0,brute_force
user_6597,48:41.9,2,271,0,normal
user_4099,45:11.9,3,61,1,normal
user_6159,44:10.9,13,0.013213,0,brute_force
user_7362,44:10.9,8,0.024784,0,brute_force
user_1809,48:34.9,2,264,1,normal
user_4198,45:43.9,1,93,1,normal
user_7833,48:09.9,2,239,0,normal
user_8617,44:11.5,2,0.608803,0,brute_force
user_3971,44:36.9,1,26,0,normal
user_1463,46:42.9,3,152,1,normal
user_8869,44:12.3,2,1.363204,0,brute_force
user_3237,48:47.9,1,277,0,normal
user_5073,44:11.8,6,0.907184,0,brute_force
user_4069,44:52.9,2,42,1,normal
user_2543,44:24.9,2,14,1,normal
user_5297,44:11.3,10,0.400024,0,brute_force
user_4324,44:11.3,1,0.428798,0,brute_force
user_9615,47:25.9,1,195,0,normal
user_7270,49:09.9,1,299,1,normal
user_9113,44:11.5,4,0.577742,0,brute_force
user_9141,45:19.9,1,69,1,normal
user_7074,44:12.8,13,1.928061,0,brute_force
user_9577,44:54.9,2,44,1,normal
user_1152,44:12.3,6,1.37298,0,brute_force
user_1184,44:23.9,1,13,0,normal
user_2403,44:12.0,8,1.103055,0,brute_force
user_9113,44:11.8,5,0.929658,0,brute_force
user_8891,44:22.9,1,12,1,normal
user_3658,46:32.9,1,142,0,normal
user_5407,45:12.9,2,62,1,normal
user_2908,44:11.8,1,0.930151,0,brute_force
user_7813,44:12.4,4,1.505788,0,brute_force
user_4436,48:28.9,1,258,0,normal
user_5938,44:12.0,6,1.11713,0,brute_force
user_9387,44:10.9,2,0.049445,0,brute_force
user_3874,44:11.3,4,0.425089,0,brute_force
user_5226,46:26.9,2,136,1,normal
user_2603,44:12.8,2,1.88479,0,brute_force
user_2145,45:30.9,2,80,1,normal
user_6616,44:11.6,2,0.729186,0,brute_force
user_2145,45:41.9,1,91,1,normal
user_1439,47:14.9,1,184,0,normal
user_2230,44:11.2,2,0.345028,0,brute_force
user_5597,48:25.9,1,255,1,normal
user_2865,46:27.9,2,137,0,normal
user_4671,45:12.9,3,62,1,normal
user_2966,44:11.5,5,0.608154,0,brute_force
user_7412,48:21.9,3,251,1,normal
user_8870,46:44.9,1,154,1,normal
user_6135,44:12.3,6,1.367315,0,brute_force
user_6892,45:27.9,2,77,0,normal
user_4828,44:28.9,1,18,0,normal
user_4529,45:36.9,3,86,1,normal
user_9297,44:12.5,2,1.608877,0,brute_force
user_6786,44:42.9,1,32,0,normal
user_6029,44:10.9,1,0.042091,0,brute_force
user_7404,44:36.9,1,26,0,normal
user_8380,44:11.8,13,0.880075,0,brute_force
user_2827,45:16.9,1,66,0,normal
user_9297,44:11.4,6,0.524608,0,brute_force
user_7115,48:32.9,1,262,0,normal
user_8617,44:11.3,5,0.422175,0,brute_force
user_5103,44:31.9,2,21,1,normal
user_4085,44:12.7,1,1.776518,0,brute_force
user_1597,45:08.9,1,58,1,normal
user_8514,44:12.8,7,1.872255,0,brute_force
user_3400,48:17.9,1,247,1,normal
user_3725,47:39.9,2,209,1,normal
user_2275,44:56.9,1,46,0,normal
user_2763,47:22.9,2,192,1,normal
user_2908,44:12.5,4,1.609479,0,brute_force
user_6029,44:11.8,4,0.941649,0,brute_force
user_9315,47:19.9,2,189,0,normal
user_6135,44:12.1,8,1.210583,0,brute_force
user_2908,44:11.5,6,0.568587,0,brute_force
user_6847,48:42.9,1,272,0,normal
user_8380,44:12.8,10,1.932759,0,brute_force
user_7803,46:27.9,1,137,1,normal
user_3131,44:12.5,9,1.642327,0,brute_force
user_3004,46:58.9,2,168,1,normal
user_3397,44:11.3,9,0.433259,0,brute_force
user_9607,46:15.9,1,125,0,normal
user_3697,44:11.5,5,0.643734,0,brute_force
user_8533,44:11.0,8,0.145926,0,brute_force
user_5938,44:11.3,7,0.386099,0,brute_force
user_8041,48:57.9,3,287,1,normal
user_1574,44:12.4,8,1.470227,0,brute_force
user_7556,44:11.3,10,0.411149,0,brute_force
user_4912,46:14.9,3,124,1,normal
user_6029,44:11.2,3,0.307513,0,brute_force
user_3192,47:21.9,2,191,0,normal
user_1518,44:33.9,1,23,0,normal
user_4917,47:03.9,3,173,1,normal
user_5868,44:44.9,3,34,1,normal
user_9030,48:04.9,2,234,0,normal
user_6419,44:34.9,1,24,1,normal
user_7274,47:39.9,1,209,1,normal
user_4504,44:11.7,10,0.751747,0,brute_force
user_9179,44:11.4,8,0.533769,0,brute_force
user_9232,45:11.9,1,61,0,normal
user_7556,44:11.2,3,0.321439,0,brute_force
user_6616,44:12.5,8,1.554401,0,brute_force
user_3656,45:55.9,1,105,0,normal
user_3962,45:24.9,1,74,1,normal
user_6631,44:12.1,4,1.171199,0,brute_force
user_2619,45:28.9,1,78,1,normal
user_1853,45:10.9,3,60,1,normal
user_1336,44:11.6,6,0.666225,0,brute_force
user_1792,48:35.9,1,265,0,normal
user_1336,44:12.1,1,1.194791,0,brute_force
user_1666,45:14.9,1,64,1,normal
user_6199,45:19.9,2,69,0,normal
user_8752,48:51.9,1,281,0,normal
user_2322,48:04.9,2,234,1,normal
user_1329,46:27.9,1,137,0,normal
user_4694,48:53.9,1,283,0,normal
user_1866,46:23.9,1,133,0,normal
user_4959,47:40.9,1,210,0,normal
user_5835,44:29.9,1,19,0,normal
user_1697,46:18.9,3,128,1,normal
user_8117,48:21.9,1,251,1,normal
user_1518,46:38.9,2,148,0,normal
user_4261,46:39.9,1,149,1,normal
user_7098,45:00.9,1,50,0,normal
user_2503,46:03.9,1,113,1,normal
user_4053,45:26.9,1,76,0,normal
user_1330,47:15.9,1,185,0,normal
user_5186,45:09.9,1,59,0,normal
user_7813,44:11.9,1,0.998295,0,brute_force
user_7362,44:11.4,9,0.530505,0,brute_force
user_2136,44:41.9,1,31,0,normal
user_7425,46:48.9,1,158,0,normal
user_4638,44:40.9,1,30,0,normal
user_6632,49:10.9,1,300,0,normal
user_3387,44:11.3,6,0.362505,0,brute_force
user_4224,47:20.9,1,190,0,normal
user_1680,44:11.0,5,0.130421,0,brute_force
user_3773,46:22.9,2,132,1,normal
user_4832,47:34.9,2,204,1,normal
user_8755,45:49.9,1,99,0,normal
user_8414,46:49.9,1,159,1,normal
user_9678,44:11.4,8,0.508537,0,brute_force
user_3542,44:12.6,11,1.686184,0,brute_force
user_8233,44:32.9,2,22,1,normal
user_3334,44:11.4,6,0.472921,0,brute_force
user_8380,44:11.1,7,0.223616,0,brute_force
user_4832,45:43.9,1,93,0,normal
user_1792,48:37.9,2,267,0,normal
